doctor_id,name,specialty,department
1240,Harish Pillai,Nephrology,Radiology
1241,Chitra Patel,Oncology,Surgery
1242,Aparna Choudhury,Oncology,ICU
1243,Santosh Luthra,Oncology,OPD
1244,Yogesh Patel,Oncology,Surgery
1245,Kabir Mehta,Orthopedics,Rehab
1246,Rajiv Tripathi,Cardiology,OPD
1247,Sanjay Gupta,Orthopedics,Pathology
1248,Abhay Upadhyay,Neurology,OPD
1249,Sanjay Choudhury,ENT,Radiology
1250,Lata Dasgupta,Pediatrics,Pathology
1251,Sonia Juneja,Neurology,ICU
1252,Padma Murthy,Neurology,Surgery
1253,Harish Mookerjee,Oncology,Radiology
1254,Abhay Puri,Dermatology,Surgery
1255,Dev Chowdhury,Dermatology,ICU
1256,Lakshmi Naidu,Cardiology,Surgery
1257,Pallavi Sehgal,Dermatology,Diagnostics
1258,Meera Kashyap,Pediatrics,Radiology
1259,Suresh Jain,Cardiology,OPD
1260,Santosh Oberoi,Oncology,Diagnostics
1261,Sunita Pillai,Orthopedics,ICU
1262,Arvind Mishra,Neurology,Radiology
1263,Sonal Murthy,Neurology,Diagnostics
1264,Sameer Chopra,Cardiology,Pathology
1265,Sonia Bajaj,ENT,Surgery
1266,Bhavana Nigam,Dermatology,Pathology
1267,Priya Khan,Oncology,Surgery
1268,Siddharth Saxena,Neurology,Pathology
1269,Ramesh Sehgal,Pulmonology,Radiology
1270,Parveen Bajaj,Nephrology,Pathology
1271,Rajesh Purohit,Orthopedics,OPD
1272,Kabir Krishnan,Nephrology,ICU
1273,Anmol Sidhu,Cardiology,Pathology
1274,Arvind Patel,Pediatrics,Emergency
1275,Kiran Nambiar,Oncology,Emergency
1276,Aparna Rawat,Dermatology,OPD
1277,Sanjay Iyengar,Dermatology,OPD
1278,Divya Parashar,Orthopedics,Radiology
1279,Sonal Anand,Gastroenterology,Radiology
1280,Geeta Sethi,Orthopedics,Emergency
1281,Kabir Talwar,Oncology,Diagnostics
1282,Anil Mukherjee,Gastroenterology,OPD
1283,Divya Gupta,Cardiology,Surgery
1284,Sneha Rajput,Oncology,Pathology
1285,Lata Mookerjee,Pediatrics,Surgery
1286,Shalini Wadhwa,Pulmonology,Surgery
1287,Priya Parashar,Orthopedics,Diagnostics
1288,Santosh Chatterjee,Cardiology,ICU
1289,Tarun Gupta,Nephrology,Emergency
1290,Tarun Juneja,ENT,Diagnostics
1291,Ashok Khanna,Orthopedics,Pathology
1292,Geeta Deshmukh,Gastroenterology,ICU
1293,Ramesh Bajaj,ENT,OPD
1294,Padma Talwar,Cardiology,Surgery
1295,Rakesh Mukhopadhyay,Cardiology,Diagnostics
1296,Siddharth Gupta,Nephrology,Emergency
1297,Sanjay Menon,Dermatology,ICU
1298,Siddharth Nair,Dermatology,Pathology
1299,Swati Khan,Cardiology,Rehab
1300,Gaurav Mathur,Oncology,Surgery
1301,Gayatri Bansal,Dermatology,Pathology
1302,Kushal Goel,Pulmonology,Surgery
1303,Rita Chatterjee,Dermatology,Rehab
1304,Farhan Srivastava,Dermatology,Surgery
1305,Priya Iyer,Pulmonology,Pathology
1306,Rita Bose,Pulmonology,ICU
1307,Bhavna Rajput,Neurology,Radiology
1308,Sarita Swamy,Nephrology,Emergency
1309,Sonia Saluja,Pediatrics,Rehab
1310,Pallavi Gill,Orthopedics,OPD
1311,Bhavna Oberoi,Nephrology,Radiology
1312,Amol Menon,Gastroenterology,Emergency
1313,Farhan Iyengar,Nephrology,Surgery
1314,Ruchi Goel,Dermatology,Emergency
1315,Harini Malhotra,Neurology,Radiology
1316,Sunita Chakraborty,Nephrology,Surgery
1317,Trisha Rangnathan,Dermatology,Surgery
1318,Abhay Nair,Cardiology,Emergency
1319,Naveen Grover,Cardiology,Surgery
1320,Tina Gupta,Cardiology,ICU
1321,Madhav Mehta,Pediatrics,Surgery
1322,Kushal Dasgupta,Pediatrics,Rehab
1323,Rajat Aggarwal,Gastroenterology,Diagnostics
1324,Shreya Anand,Orthopedics,Surgery
1325,Deepa Murthy,Pediatrics,Emergency
1326,Arun Ghosh,Pulmonology,Rehab
1327,Saira Sandhu,Orthopedics,ICU
1328,Ananya Kashyap,Nephrology,ICU
1329,Abhay Sen,Nephrology,Diagnostics
1330,Tina Saluja,Oncology,ICU
1331,Akhil Rao,Cardiology,Radiology
1332,Sneha Nambiar,Pediatrics,Rehab
1333,Ruchi Mehta,Nephrology,Rehab
1334,Ashok Yadav,Pulmonology,Emergency
1335,Geeta Kashyap,Pulmonology,Emergency
1336,Ananya Deshmukh,Oncology,ICU
1337,Parveen Rawat,Cardiology,Emergency
1338,Lakshmi Guha,Pulmonology,Surgery
1339,Sneha Bhat,ENT,Pathology
1340,Veena Sen,Oncology,Surgery
1341,Sudha Hooda,Nephrology,Surgery
1342,Sudha Kapoor,Nephrology,Emergency
1343,Anita Bhattacharya,Neurology,Surgery
1344,Harish Saxena,Nephrology,ICU
1345,Krishna Rao,Dermatology,Radiology
1346,Amol Tiwari,Oncology,Emergency
1347,Akhil Naidu,Cardiology,Rehab
1348,Ajay Mukherjee,Dermatology,Radiology
1349,Lata Dutta,Oncology,Pathology
1350,Anmol Saxena,Nephrology,OPD
1351,Ashok Iyengar,Neurology,Surgery
1352,Ajay Oberoi,ENT,ICU
1353,Amol Tandon,Pulmonology,OPD
1354,Kabir Menon,Pediatrics,Emergency
1355,Smita Dasgupta,Cardiology,Radiology
1356,Pallavi Srivastava,Dermatology,Rehab
1357,Seema Chatterjee,Gastroenterology,Radiology
1358,Rakesh Kashyap,ENT,Radiology
1359,Harini Reddy,Cardiology,Emergency
1360,Arun Saluja,Orthopedics,OPD
1361,Neha Tripathi,Neurology,Surgery
1362,Krishna Srivastava,Nephrology,Diagnostics
1363,Ishita Rao,Pulmonology,OPD
1364,Lata Chowdhury,ENT,OPD
1365,Ashok Tyagi,Dermatology,Diagnostics
1366,Neha Bahl,Pediatrics,ICU
1367,Rahul Chatterjee,Orthopedics,Radiology
1368,Vikram Shetty,Neurology,Pathology
1369,Pallavi Kashyap,Pediatrics,Radiology
1370,Swati Khanna,Cardiology,Emergency
1371,Rajiv Patel,Cardiology,Diagnostics
1372,Kabir Kohli,Pulmonology,ICU
1373,Veena Shetty,Pediatrics,ICU
1374,Sudha Dubey,Oncology,Pathology
1375,Shreya Luthra,Dermatology,Pathology
1376,Yogesh Tyagi,Pulmonology,Diagnostics
1377,Bhavna Mishra,Gastroenterology,Diagnostics
1378,Mukul Chauhan,Dermatology,Pathology
1379,Bhavana Das,Cardiology,Emergency
1380,Monika Thakur,Neurology,Surgery
1381,Prakash Ghosh,Neurology,Radiology
1382,Ajay Kohli,Neurology,Pathology
1383,Indira Das,Dermatology,OPD
1384,Usha Pillai,Dermatology,Radiology
1385,Veena Tyagi,Orthopedics,OPD
1386,Neha Tiwari,Pulmonology,Surgery
1387,Sameer Tiwari,Cardiology,Radiology
1388,Rita Bansal,Oncology,Pathology
1389,Aditya Banerjee,Neurology,Surgery
1390,Indira Chowdhury,Orthopedics,Emergency
1391,Rajiv Sehgal,Neurology,Emergency
1392,Ruchi Bhattacharya,ENT,Rehab
1393,Naveen Gill,Oncology,Radiology
1394,Veena Bansal,Pediatrics,OPD
1395,Kartik Anand,Orthopedics,OPD
1396,Ramesh Menon,Neurology,Pathology
1397,Saira Goel,Orthopedics,Radiology
1398,Aparna Bose,Nephrology,Emergency
1399,Shreya Choudhury,Neurology,Pathology
1400,Monika Patel,Pediatrics,Radiology
1401,Anil Mukhopadhyay,Nephrology,Surgery
1402,Sudha Talwar,Cardiology,OPD
1403,Tina Ahluwalia,Pulmonology,Pathology
1404,Ananya Chauhan,Pediatrics,Radiology
1405,Vinita Grover,Neurology,ICU
1406,Aditya Tiwari,Dermatology,Radiology
1407,Ajay Khanna,Pediatrics,Surgery
1408,Rajat Kashyap,Gastroenterology,ICU
1409,Aparna Bahl,Gastroenterology,Emergency
1410,Meera Saluja,Pediatrics,Rehab
1411,Aditya Luthra,Oncology,OPD
1412,Aparna Menon,Pediatrics,Rehab
1413,Suresh Nambiar,Pediatrics,Rehab
1414,Deepa Mishra,Pediatrics,OPD
1415,Sneha Pandey,Pulmonology,Radiology
1416,Nandini Yadav,Dermatology,Diagnostics
1417,Pallavi Iyer,Pulmonology,Radiology
1418,Padmini Iyer,Dermatology,Emergency
1419,Parveen Arora,Pulmonology,Rehab
1420,Abhay Gill,ENT,Surgery
1421,Anita Hooda,Oncology,Emergency
1422,Smita Goel,Cardiology,Surgery
1423,Chandan Naidu,ENT,Surgery
1424,Siddharth Dubey,Neurology,Radiology
1425,Vikram Mukherjee,Oncology,Pathology
1426,Kavita Bhatt,Gastroenterology,Diagnostics
1427,Anil Choudhury,Pediatrics,Emergency
1428,Geeta Yadav,Pulmonology,OPD
1429,Kiran Sharma,ENT,Emergency
1430,Rakesh Chauhan,Dermatology,Rehab
1431,Divya Tiwari,Pediatrics,Diagnostics
1432,Priya Puri,ENT,OPD
1433,Rajat Deshmukh,Pediatrics,Emergency
1434,Ramesh Grover,Gastroenterology,Pathology
1435,Akhil Goel,Oncology,OPD
1436,Lavanya Chowdhury,Pulmonology,Pathology
1437,Krishna Roy,Neurology,ICU
1438,Rohit Murthy,Pulmonology,Pathology
1439,Geeta Joshi,Oncology,Surgery
1440,Rajiv Luthra,Dermatology,Surgery
1441,Ramesh Dutta,Pediatrics,Diagnostics
1442,Farhan Singh,Cardiology,Emergency
1443,Shyam Bajaj,Nephrology,Surgery
1444,Alok Pillai,Cardiology,OPD
1445,Sonal Srivastava,Gastroenterology,Rehab
1446,Rita Saxena,Cardiology,Emergency
1447,Chandan Sidhu,Nephrology,Rehab
1448,Rakesh Tiwari,ENT,Radiology
1449,Amit Mukhopadhyay,Neurology,ICU
1450,Smita Bhat,Dermatology,Diagnostics
1451,Anil Datta,Dermatology,Diagnostics
1452,Varun Juneja,Cardiology,Radiology
1453,Sonia Srivastava,Pulmonology,OPD
1454,Ishita Thakur,Pediatrics,OPD
1455,Ishita Roy,Orthopedics,OPD
1456,Divya Kohli,Gastroenterology,Emergency
1457,Arvind Ray,ENT,OPD
1458,Meera Choudhury,Pulmonology,Surgery
1459,Priya Chatterjee,Gastroenterology,Rehab
1460,Tina Das,Neurology,Emergency
1461,Anita Tripathi,Neurology,OPD
1462,Anil Rao,Nephrology,Radiology
1463,Ananya Grover,Oncology,Radiology
1464,Mukul Patel,Oncology,Diagnostics
1465,Parveen Dubey,Neurology,Radiology
1466,Varun Jain,Orthopedics,Diagnostics
1467,Mahesh Malhotra,Cardiology,Radiology
1468,Rajiv Nigam,ENT,Rehab
1469,Abhay Iyer,Nephrology,ICU
1470,Kiran Chatterjee,Oncology,Surgery
1471,Sonal Menon,ENT,ICU
1472,Rahul Oberoi,Dermatology,Pathology
1473,Tarun Saxena,Pulmonology,OPD
1474,Harini Srivastava,Nephrology,Rehab
1475,Sarita Chauhan,Pediatrics,ICU
1476,Rajat Mookerjee,Dermatology,Rehab
1477,Anmol Rawat,Cardiology,Diagnostics
1478,Sudha Kashyap,Oncology,Radiology
1479,Manoj Sen,Orthopedics,Surgery
1480,Pooja Juneja,Dermatology,Surgery
1481,Akhil Mehta,Oncology,OPD
1482,Dev Rangnathan,Pulmonology,Rehab
1483,Sunita Naidu,Dermatology,Radiology
1484,Sarita Ghosh,Nephrology,Rehab
1485,Harish Kashyap,Orthopedics,Rehab
1486,Vikram Khan,Gastroenterology,OPD
1487,Kavita Chauhan,Pediatrics,Radiology
1488,Dinesh Das,Orthopedics,Surgery
1489,Sonia Dutta,Oncology,ICU
1490,Padmini Mookerjee,Pulmonology,Radiology
1491,Ritu Mukhopadhyay,Orthopedics,Diagnostics
1492,Meera Thakur,Orthopedics,Emergency
1493,Ashok Arora,Cardiology,OPD
1494,Meera Chakraborty,Orthopedics,Emergency
1495,Rajat Sharma,Neurology,OPD
1496,Kabir Anand,Cardiology,Pathology
1497,Priya Mukherjee,Neurology,OPD
1498,Bhavna Choudhury,Pulmonology,Surgery
1499,Hemant Gupta,Nephrology,Diagnostics
1500,Anita Tyagi,Oncology,Emergency
1501,Rita Rawat,ENT,Diagnostics
1502,Ramesh Singh,Gastroenterology,Radiology
1503,Lakshmi Luthra,Orthopedics,Radiology
1504,Krishna Chhabra,Nephrology,Pathology
1505,Tina Kohli,Oncology,ICU
1506,Ashok Guha,Nephrology,OPD
1507,Chitra Subramanian,Orthopedics,Rehab
1508,Akhil Ahluwalia,Pulmonology,Diagnostics
1509,Naveen Menon,Dermatology,Pathology
1510,Rajesh Chopra,Pediatrics,Emergency
1511,Gaurav Dutta,Neurology,Radiology
1512,Suresh Chakraborty,Neurology,OPD
1513,Harish Nambiar,ENT,Pathology
1514,Pallavi Dasgupta,Pediatrics,Rehab
1515,Ajay Bahl,Pediatrics,Radiology
1516,Sarita Bose,Pulmonology,Emergency
1517,Prakash Sood,Gastroenterology,Radiology
1518,Anita Mishra,Dermatology,Emergency
1519,Mahesh Anand,Nephrology,Emergency
1520,Farhan Kashyap,Dermatology,ICU
1521,Abhay Mukherjee,Cardiology,Pathology
1522,Preeti Joshi,Dermatology,Diagnostics
1523,Vikram Sood,Pulmonology,OPD
1524,Alok Bhattacharya,Pediatrics,Surgery
1525,Rita Patel,Dermatology,Rehab
1526,Krishna Jain,Oncology,ICU
1527,Swati Chauhan,Neurology,Surgery
1528,Mukul Malhotra,ENT,Rehab
1529,Aditya Sandhu,Nephrology,Emergency
1530,Hemant Yadav,Dermatology,Surgery
1531,Rita Saluja,Orthopedics,Diagnostics
1532,Manoj Kapoor,Nephrology,Emergency
1533,Arun Thakur,Cardiology,Surgery
1534,Mukul Tripathi,Pediatrics,Diagnostics
1535,Bhavna Tyagi,ENT,Diagnostics
1536,Ajay Iyengar,Neurology,OPD
1537,Veena Rajput,Cardiology,Emergency
1538,Bhavana Nambiar,Neurology,Radiology
1539,Arvind Purohit,Pulmonology,Radiology
1540,Neha Kulkarni,Orthopedics,Radiology
1541,Vikram Chopra,Orthopedics,Diagnostics
1542,Rajesh Subramanian,Oncology,OPD
1543,Rohit Chopra,Nephrology,Radiology
1544,Kiran Choudhury,Pulmonology,Diagnostics
1545,Deepa Tyagi,Neurology,OPD
1546,Arun Rawat,ENT,OPD
1547,Mukul Sehgal,Dermatology,Emergency
1548,Aparna Kohli,ENT,Rehab
1549,Chandan Grover,Orthopedics,Rehab
1550,Nandini Chakraborty,Nephrology,Pathology
1551,Rekha Menon,Gastroenterology,OPD
1552,Shyam Krishnan,Dermatology,OPD
1553,Padma Ahluwalia,Nephrology,Emergency
1554,Vikram Subramanian,Cardiology,OPD
1555,Mahesh Aggarwal,Pediatrics,Radiology
1556,Siddharth Rawat,Neurology,Pathology
1557,Kabir Dutta,Neurology,Surgery
1558,Ruchi Deshmukh,ENT,Surgery
1559,Swati Roy,Neurology,Surgery
1560,Rita Ahluwalia,Nephrology,Pathology
1561,Sonia Chatterjee,Orthopedics,Radiology
1562,Pooja Srivastava,Nephrology,OPD
1563,Sarita Bhatt,Dermatology,Rehab
1564,Neha Krishnan,Orthopedics,Surgery
1565,Rajiv Ray,Nephrology,Rehab
1566,Harini Kapoor,ENT,ICU
1567,Arvind Naidu,Cardiology,Emergency
1568,Lakshmi Sehgal,Gastroenterology,Rehab
1569,Tina Khanna,Cardiology,Radiology
1570,Bhavna Kohli,ENT,Diagnostics
1571,Divya Jain,ENT,Rehab
1572,Pallavi Arora,Cardiology,Diagnostics
1573,Neha Luthra,ENT,Diagnostics
1574,Anil Kulkarni,Gastroenterology,Emergency
1575,Saira Chopra,Pediatrics,Rehab
1576,Preeti Srivastava,Nephrology,Emergency
1577,Vinita Singh,Gastroenterology,Surgery
1578,Sonia Gill,ENT,Surgery
1579,Aditya Chauhan,Pediatrics,OPD
1580,Rohit Yadav,Orthopedics,Emergency
1581,Anmol Ray,Pediatrics,Radiology
1582,Abhay Roy,Pediatrics,Rehab
1583,Sonia Goel,Nephrology,Pathology
1584,Vivek Bahl,Oncology,Pathology
1585,Ruchi Juneja,Dermatology,OPD
1586,Sarita Saxena,Pulmonology,Diagnostics
1587,Seema Saxena,Orthopedics,Pathology
1588,Rekha Deshmukh,ENT,Surgery
1589,Rohit Oberoi,Oncology,Pathology
1590,Monika Rawat,Neurology,ICU
1591,Nandini Nair,Gastroenterology,ICU
1592,Rajiv Nair,Nephrology,OPD
1593,Sarita Das,Neurology,Radiology
1594,Kabir Bhat,Pulmonology,Rehab
1595,Ishita Saluja,Gastroenterology,OPD
1596,Ramesh Shetty,Pediatrics,OPD
1597,Tina Chatterjee,Oncology,Emergency
1598,Sudha Oberoi,Pediatrics,Radiology
1599,Vikram Kohli,Pediatrics,Emergency
1600,Sanjay Mehta,Pediatrics,Emergency
1601,Padmini Menon,Pulmonology,Radiology
1602,Gayatri Chakraborty,ENT,Pathology
1603,Vinita Pandey,Oncology,Pathology
1604,Monika Malhotra,Cardiology,ICU
1605,Chitra Chatterjee,Dermatology,OPD
1606,Hemant Saluja,ENT,OPD
1607,Rajiv Kulkarni,Gastroenterology,Surgery
1608,Prakash Tandon,Neurology,OPD
1609,Deepa Ray,Cardiology,Rehab
1610,Meera Iyer,Cardiology,Surgery
1611,Vikram Bhatt,Oncology,Emergency
1612,Sneha Ghosh,Pediatrics,ICU
1613,Lavanya Chopra,Nephrology,Diagnostics
1614,Sonal Puri,Cardiology,Radiology
1615,Lata Choudhury,Pediatrics,Rehab
1616,Harish Bahl,Dermatology,OPD
1617,Lavanya Joshi,Oncology,Surgery
1618,Ruchi Aggarwal,Nephrology,ICU
1619,Bhavana Chatterjee,ENT,Radiology
1620,Kushal Verma,Oncology,Emergency
1621,Omkar Mukherjee,Oncology,Surgery
1622,Madhav Dutta,Orthopedics,Surgery
1623,Priya Purohit,ENT,Diagnostics
1624,Krishna Kapoor,Nephrology,Radiology
1625,Dinesh Mishra,Oncology,Pathology
1626,Kushal Tyagi,Nephrology,ICU
1627,Mukul Sidhu,Gastroenterology,ICU
1628,Lavanya Murthy,Orthopedics,ICU
1629,Varun Mookerjee,ENT,Diagnostics
1630,Yogesh Mukhopadhyay,Oncology,OPD
1631,Chitra Bansal,Oncology,Surgery
1632,Sonia Tiwari,ENT,OPD
1633,Kushal Chowdhury,Neurology,Diagnostics
1634,Parveen Sharma,Dermatology,Emergency
1635,Chandan Chopra,Dermatology,ICU
1636,Manoj Sidhu,Oncology,OPD
1637,Prakash Yadav,Pediatrics,Surgery
1638,Shyam Bose,Dermatology,Diagnostics
1639,Geeta Malhotra,Cardiology,Rehab
1640,Vivek Hooda,Oncology,Surgery
1641,Lata Kohli,Oncology,Diagnostics
1642,Abhay Anand,Gastroenterology,Pathology
1643,Rajesh Khan,Neurology,Radiology
1644,Rita Khan,Cardiology,Surgery
1645,Deepa Guha,Nephrology,Radiology
1646,Rakesh Grover,Pediatrics,Pathology
1647,Vinita Banerjee,Pediatrics,Surgery
1648,Gaurav Puri,Nephrology,Radiology
1649,Shyam Bahl,Oncology,Emergency
1650,Swati Swamy,Dermatology,Pathology
1651,Lakshmi Murthy,Gastroenterology,OPD
1652,Dinesh Talwar,Pulmonology,Emergency
1653,Ishita Mukherjee,Pediatrics,Diagnostics
1654,Rajat Reddy,Dermatology,Radiology
1655,Harish Swamy,Pulmonology,ICU
1656,Shreya Grover,Cardiology,Radiology
1657,Naveen Das,Neurology,Surgery
1658,Ritu Puri,ENT,Pathology
1659,Gayatri Mukherjee,Gastroenterology,ICU
1660,Lavanya Mukherjee,Neurology,Radiology
1661,Aparna Bhat,Cardiology,Surgery
1662,Yogesh Mathur,Pediatrics,Surgery
1663,Akhil Kashyap,Oncology,ICU
1664,Ritu Bhattacharya,Nephrology,Pathology
1665,Krishna Sethi,Cardiology,OPD
1666,Charu Pandey,Orthopedics,ICU
1667,Chandan Chauhan,Neurology,Surgery
1668,Rohit Nair,Nephrology,ICU
1669,Amol Mookerjee,Dermatology,ICU
1670,Kabir Rao,Neurology,Emergency
1671,Ananya Juneja,Cardiology,OPD
1672,Trisha Chakraborty,Neurology,Emergency
1673,Sonal Dutta,Pulmonology,ICU
1674,Rekha Grover,Pediatrics,Pathology
1675,Ajay Tripathi,Cardiology,Diagnostics
1676,Rajiv Bhat,Orthopedics,Rehab
1677,Seema Nigam,Oncology,Surgery
1678,Rahul Kohli,Gastroenterology,ICU
1679,Krishna Menon,Orthopedics,OPD
1680,Parveen Luthra,Oncology,ICU
1681,Hemant Mehta,Pediatrics,Radiology
1682,Kiran Mehta,Pulmonology,Radiology
1683,Tina Swamy,Orthopedics,ICU
1684,Santosh Yadav,Cardiology,Diagnostics
1685,Veena Arora,Cardiology,OPD
1686,Chitra Khan,Cardiology,Rehab
1687,Vinita Sehgal,Dermatology,Rehab
1688,Kabir Bhatt,Dermatology,Radiology
1689,Mukul Reddy,Orthopedics,Rehab
1690,Farhan Anand,Cardiology,Diagnostics
1691,Divya Nair,Neurology,Surgery
1692,Sunita Krishnan,Pulmonology,Radiology
1693,Hemant Tandon,Neurology,OPD
1694,Siddharth Pillai,Gastroenterology,Rehab
1695,Bhavna Anand,Oncology,OPD
1696,Trisha Khanna,Oncology,ICU
1697,Lata Ahluwalia,Pediatrics,Emergency
1698,Anil Verma,ENT,Rehab
1699,Vikram Grover,Dermatology,Rehab
1700,Tina Mathur,Neurology,Radiology
1701,Smita Kashyap,Pulmonology,ICU
1702,Rajesh Sood,Pediatrics,Radiology
1703,Alok Dasgupta,Nephrology,Surgery
1704,Lata Tiwari,Cardiology,Radiology
1705,Bhavna Mathur,Nephrology,Rehab
1706,Sneha Singh,Gastroenterology,OPD
1707,Arvind Chowdhury,Pulmonology,ICU
1708,Anmol Chhabra,Dermatology,OPD
1709,Ajay Bhatt,Neurology,Diagnostics
1710,Veena Banerjee,ENT,Diagnostics
1711,Anil Tandon,Cardiology,Diagnostics
1712,Seema Malhotra,Orthopedics,Rehab
1713,Dev Mukhopadhyay,Pulmonology,Emergency
1714,Lavanya Khanna,Pulmonology,Emergency
1715,Neha Chauhan,Oncology,Rehab
1716,Rohit Chowdhury,Dermatology,ICU
1717,Sonal Talwar,Pediatrics,Diagnostics
1718,Aparna Parashar,Nephrology,Pathology
1719,Padma Yadav,ENT,Diagnostics
1720,Smita Bhatt,Orthopedics,ICU
1721,Siddharth Ghosh,ENT,Emergency
1722,Sunita Rajput,Pediatrics,Pathology
1723,Yogesh Kohli,Cardiology,Pathology
1724,Veena Puri,Cardiology,Radiology
1725,Prakash Anand,Dermatology,Diagnostics
1726,Madhav Pathak,ENT,Emergency
1727,Ritu Bose,Dermatology,Surgery
1728,Sanjay Parashar,Orthopedics,Diagnostics
1729,Rohit Krishnan,Dermatology,Rehab
1730,Geeta Dasgupta,Pulmonology,Rehab
1731,Alok Mehta,Orthopedics,Radiology
1732,Ashok Wadhwa,Neurology,Surgery
1733,Anmol Gupta,Gastroenterology,Emergency
1734,Lakshmi Iyengar,Cardiology,Rehab
1735,Rajat Bhatt,Oncology,Emergency
1736,Farhan Oberoi,Oncology,Diagnostics
1737,Padmini Khanna,Dermatology,ICU
1738,Ashok Dutta,Pulmonology,OPD
1739,Suresh Grover,Gastroenterology,Diagnostics
1740,Alok Upadhyay,Pulmonology,OPD
1741,Arvind Saluja,Nephrology,Rehab
1742,Amit Oberoi,ENT,Radiology
1743,Arun Guha,Pediatrics,Diagnostics
1744,Ruchi Parashar,Orthopedics,Pathology
1745,Shalini Dutta,Oncology,Rehab
1746,Pooja Gupta,Cardiology,Pathology
1747,Seema Yadav,Pulmonology,OPD
1748,Pallavi Sharma,Orthopedics,Diagnostics
1749,Monika Anand,Gastroenterology,Rehab
1750,Pooja Swamy,Orthopedics,Diagnostics
1751,Rajesh Bose,Pulmonology,Rehab
1752,Suresh Parashar,Nephrology,Surgery
1753,Rakesh Shetty,Dermatology,Emergency
1754,Pooja Tripathi,Gastroenterology,Rehab
1755,Tarun Gill,Pediatrics,Rehab
1756,Ashok Roy,Pediatrics,Emergency
1757,Rajat Shetty,Cardiology,Radiology
1758,Ashok Swamy,Pediatrics,Rehab
1759,Ritu Anand,Pulmonology,Diagnostics
1760,Rahul Menon,Orthopedics,Diagnostics
1761,Yogesh Thakur,Pediatrics,Diagnostics
1762,Lakshmi Saxena,Gastroenterology,Radiology
1763,Preeti Rawat,Oncology,Radiology
1764,Neha Bhatt,Oncology,Surgery
1765,Monika Parashar,Dermatology,Emergency
1766,Hemant Nair,Neurology,Diagnostics
1767,Lavanya Goel,Gastroenterology,ICU
1768,Sudha Murthy,Gastroenterology,Diagnostics
1769,Shreya Upadhyay,Neurology,Diagnostics
1770,Sonal Kulkarni,Oncology,Radiology
1771,Monika Bose,Gastroenterology,Radiology
1772,Sunita Nair,Orthopedics,Diagnostics
1773,Anil Sood,Gastroenterology,Radiology
1774,Indira Mukhopadhyay,Oncology,Diagnostics
1775,Tina Srivastava,Oncology,Emergency
1776,Bhavna Das,Oncology,Rehab
1777,Omkar Chauhan,ENT,Emergency
1778,Anita Sehgal,Cardiology,Emergency
1779,Rajesh Chhabra,Orthopedics,Rehab
1780,Shreya Rangnathan,Pulmonology,Rehab
1781,Santosh Arora,Nephrology,Diagnostics
1782,Sneha Anand,ENT,Radiology
1783,Alok Chauhan,Dermatology,Diagnostics
1784,Amol Menon,Pulmonology,ICU
1785,Kiran Menon,Nephrology,Emergency
1786,Kabir Gupta,Neurology,ICU
1787,Nisha Pathak,Neurology,Emergency
1788,Padmini Talwar,Dermatology,Radiology
1789,Rahul Menon,Cardiology,OPD
1790,Ashok Tiwari,Oncology,Surgery
1791,Alok Ray,ENT,OPD
1792,Aparna Mishra,Pulmonology,Emergency
1793,Shyam Iyengar,Gastroenterology,Radiology
1794,Tarun Tyagi,Pediatrics,Rehab
1795,Ritu Swamy,ENT,Diagnostics
1796,Sanjay Mookerjee,Orthopedics,Pathology
1797,Amit Saluja,Nephrology,Diagnostics
1798,Krishna Mukherjee,Dermatology,Diagnostics
1799,Arun Iyengar,Oncology,Emergency
1800,Kavita Chhabra,Cardiology,Rehab
1801,Siddharth Yadav,Pulmonology,Rehab
1802,Chandan Saluja,Dermatology,ICU
1803,Tina Murthy,Pediatrics,Surgery
1804,Varun Nair,Pediatrics,Rehab
1805,Rajat Pandey,Pediatrics,Diagnostics
1806,Rajiv Guha,Cardiology,Emergency
1807,Anita Mathur,Pediatrics,Radiology
1808,Amol Mukherjee,Nephrology,Surgery
1809,Anita Ahluwalia,Gastroenterology,Emergency
1810,Kushal Kohli,Orthopedics,ICU
1811,Vinita Ray,Neurology,Pathology
1812,Mukul Subramanian,Dermatology,Rehab
1813,Prakash Kapoor,ENT,Pathology
1814,Gaurav Yadav,Neurology,Diagnostics
1815,Krishna Pathak,Oncology,Rehab
1816,Rajat Goel,ENT,Emergency
1817,Indira Mishra,Oncology,ICU
1818,Usha Datta,Pulmonology,Surgery
1819,Kushal Aggarwal,Pulmonology,OPD
1820,Smita Mookerjee,Dermatology,Radiology
1821,Dev Kulkarni,ENT,Rehab
1822,Pallavi Chatterjee,Pediatrics,ICU
1823,Rajat Bhat,Dermatology,Rehab
1824,Manoj Tiwari,ENT,Emergency
1825,Tina Saxena,Dermatology,ICU
1826,Kavita Choudhury,Nephrology,Radiology
1827,Neha Kohli,Oncology,Radiology
1828,Hemant Nigam,Pulmonology,Radiology
1829,Tina Wadhwa,Dermatology,Pathology
1830,Padmini Tripathi,Pediatrics,Rehab
1831,Gaurav Ghosh,Orthopedics,Pathology
1832,Madhav Purohit,Orthopedics,Diagnostics
1833,Trisha Chatterjee,Gastroenterology,Surgery
1834,Amol Sehgal,ENT,Emergency
1835,Vikram Jain,Nephrology,ICU
1836,Lakshmi Sood,Neurology,Rehab
1837,Nandini Mathur,Gastroenterology,Pathology
